disease,rag_top_node_id,common_symptoms,total_symptoms,rag_total_symptoms,rag_matches,rag_hallucinations,no_rag_total_symptoms,no_rag_matches,no_rag_hallucinations,rag_accuracy,no_rag_accuracy,rag_precision,rag_recall,no_rag_precision,no_rag_recall
Isolated congenital onychodysplasia,29598,0,22,25,2,23,13,3,10,0.09090909090909091,0.13636363636363635,0.08,0.09090909090909091,0.23076923076923078,0.13636363636363635
Tropical endomyocardial fibrosis,33141,4,48,26,27,-1,32,6,26,0.5625,0.125,1.0384615384615385,0.5625,0.1875,0.125
Oguchi disease,27726,4,13,20,12,8,33,3,30,0.9230769230769231,0.23076923076923078,0.6,0.9230769230769231,0.09090909090909091,0.23076923076923078
Cancer-associated retinopathy,32583,1,35,16,16,0,24,3,21,0.45714285714285713,0.08571428571428572,1.0,0.45714285714285713,0.125,0.08571428571428572
Cerebral visual impairment,94880,16,41,21,1,20,19,1,18,0.024390243902439025,0.024390243902439025,0.047619047619047616,0.024390243902439025,0.05263157894736842,0.024390243902439025
Proton-pump inhibitor-responsive esophageal eosinophilia,84163,14,29,18,8,10,20,8,12,0.27586206896551724,0.27586206896551724,0.4444444444444444,0.27586206896551724,0.4,0.27586206896551724
Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency,31352,4,108,30,13,17,26,7,19,0.12037037037037036,0.06481481481481481,0.43333333333333335,0.12037037037037036,0.2692307692307692,0.06481481481481481
Symptomatic form of fragile X syndrome in female carriers,98561,18,41,37,13,24,27,8,19,0.3170731707317073,0.1951219512195122,0.35135135135135137,0.3170731707317073,0.2962962962962963,0.1951219512195122
Oncogenic osteomalacia,98450,14,34,30,5,25,24,2,22,0.14705882352941177,0.058823529411764705,0.16666666666666666,0.14705882352941177,0.08333333333333333,0.058823529411764705
Selective IgM deficiency,96370,11,64,37,13,24,27,7,20,0.203125,0.109375,0.35135135135135137,0.203125,0.25925925925925924,0.109375
Acute encephalopathy with biphasic seizures and late reduced diffusion,94659,14,12,22,1,21,17,0,17,0.08333333333333333,0.0,0.045454545454545456,0.08333333333333333,0.0,0.0
Burning mouth syndrome,39709,8,17,26,4,22,12,4,8,0.23529411764705882,0.23529411764705882,0.15384615384615385,0.23529411764705882,0.3333333333333333,0.23529411764705882
Severe early-childhood-onset retinal dystrophy,38728,16,33,21,7,14,22,8,14,0.21212121212121213,0.24242424242424243,0.3333333333333333,0.21212121212121213,0.36363636363636365,0.24242424242424243
New-onset refractory status epilepticus,98472,8,37,23,5,18,22,2,20,0.13513513513513514,0.05405405405405406,0.21739130434782608,0.13513513513513514,0.09090909090909091,0.05405405405405406
Persistent idiopathic facial pain,98506,6,11,23,3,20,18,2,16,0.2727272727272727,0.18181818181818182,0.13043478260869565,0.2727272727272727,0.1111111111111111,0.18181818181818182
Refractory celiac disease,84045,14,28,21,5,16,26,6,20,0.17857142857142858,0.21428571428571427,0.23809523809523808,0.17857142857142858,0.23076923076923078,0.21428571428571427
IgG4-related pachymeningitis,98562,13,39,27,4,23,29,6,23,0.10256410256410256,0.15384615384615385,0.14814814814814814,0.10256410256410256,0.20689655172413793,0.15384615384615385
Epithelial recurrent erosion dystrophy,31238,0,11,20,8,12,36,0,36,0.7272727272727273,0.0,0.4,0.7272727272727273,0.0,0.0
Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency,30220,6,15,22,2,20,26,1,25,0.13333333333333333,0.06666666666666667,0.09090909090909091,0.13333333333333333,0.038461538461538464,0.06666666666666667
Fixed drug eruption,98285,14,18,23,3,20,24,3,21,0.16666666666666666,0.16666666666666666,0.13043478260869565,0.16666666666666666,0.125,0.16666666666666666
Isolated absence of upper arm and forearm with hand present,39389,3,18,28,0,28,38,0,38,0.0,0.0,0.0,0.0,0.0,0.0
Autoerythrocyte sensitization syndrome,98416,6,42,30,7,23,22,8,14,0.16666666666666666,0.19047619047619047,0.23333333333333334,0.16666666666666666,0.36363636363636365,0.19047619047619047
Intermittent hydrarthrosis,36157,10,5,27,3,24,21,1,20,0.6,0.2,0.1111111111111111,0.6,0.047619047619047616,0.2
Coffin-Siris syndrome,27378,0,65,119,39,80,20,0,20,0.6,0.0,0.3277310924369748,0.6,0.0,0.0
Nail-patella syndrome,29780,2,72,24,7,17,29,6,23,0.09722222222222222,0.08333333333333333,0.2916666666666667,0.09722222222222222,0.20689655172413793,0.08333333333333333
Angelman syndrome,29997,3,71,35,21,14,18,4,14,0.29577464788732394,0.056338028169014086,0.6,0.29577464788732394,0.2222222222222222,0.056338028169014086
Proximal 16p11.2 microdeletion syndrome,28865,3,52,20,15,5,26,3,23,0.28846153846153844,0.057692307692307696,0.75,0.28846153846153844,0.11538461538461539,0.057692307692307696
IgG4-related aortitis,98563,16,25,32,4,28,26,5,21,0.16,0.2,0.125,0.16,0.19230769230769232,0.2
IgG4-related kidney disease,98562,16,59,22,8,14,26,9,17,0.13559322033898305,0.15254237288135594,0.36363636363636365,0.13559322033898305,0.34615384615384615,0.15254237288135594
Autosomal dominant optic atrophy plus syndrome,31888,3,26,18,1,17,29,4,25,0.038461538461538464,0.15384615384615385,0.05555555555555555,0.038461538461538464,0.13793103448275862,0.15384615384615385
Proximal spinal muscular atrophy,28247,0,50,19,6,13,16,5,11,0.12,0.1,0.3157894736842105,0.12,0.3125,0.1
Tay-Sachs disease,94924,21,69,26,7,19,27,6,21,0.10144927536231885,0.08695652173913043,0.2692307692307692,0.10144927536231885,0.2222222222222222,0.08695652173913043
Pyridoxine-dependent epilepsy,32707,4,35,21,6,15,21,4,17,0.17142857142857143,0.11428571428571428,0.2857142857142857,0.17142857142857143,0.19047619047619047,0.11428571428571428
Opitz GBBB syndrome,28702,2,75,19,14,5,37,10,27,0.18666666666666668,0.13333333333333333,0.7368421052631579,0.18666666666666668,0.2702702702702703,0.13333333333333333
Cerebrotendinous xanthomatosis,33508,1,91,18,0,18,22,1,21,0.0,0.01098901098901099,0.0,0.0,0.045454545454545456,0.01098901098901099
Allan-Herndon-Dudley syndrome,28090,0,51,48,15,33,17,0,17,0.29411764705882354,0.0,0.3125,0.29411764705882354,0.0,0.0
Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,28999,1,32,17,4,13,15,7,8,0.125,0.21875,0.23529411764705882,0.125,0.4666666666666667,0.21875
Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,30111,4,56,20,11,9,26,8,18,0.19642857142857142,0.14285714285714285,0.55,0.19642857142857142,0.3076923076923077,0.14285714285714285
Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency,29496,0,41,21,8,13,22,4,18,0.1951219512195122,0.0975609756097561,0.38095238095238093,0.1951219512195122,0.18181818181818182,0.0975609756097561
Autosomal recessive spastic paraplegia type 11,39424,16,49,23,3,20,32,6,26,0.061224489795918366,0.12244897959183673,0.13043478260869565,0.061224489795918366,0.1875,0.12244897959183673
Familial adenomatous polyposis,29041,0,40,17,12,5,35,2,33,0.3,0.05,0.7058823529411765,0.3,0.05714285714285714,0.05
Myoclonic-astatic epilepsy,33113,0,44,21,8,13,15,1,14,0.18181818181818182,0.022727272727272728,0.38095238095238093,0.18181818181818182,0.06666666666666667,0.022727272727272728
Familial focal epilepsy with variable foci,28855,1,26,17,11,6,37,0,37,0.4230769230769231,0.0,0.6470588235294118,0.4230769230769231,0.0,0.0
Charcot-Marie-Tooth disease type 4C,27530,4,49,20,3,17,28,3,25,0.061224489795918366,0.061224489795918366,0.15,0.061224489795918366,0.10714285714285714,0.061224489795918366
Adrenomyeloneuropathy,32783,0,49,21,23,-2,28,4,24,0.46938775510204084,0.08163265306122448,1.0952380952380953,0.46938775510204084,0.14285714285714285,0.08163265306122448
Reversible cerebral vasoconstriction syndrome,33346,0,24,3,2,1,34,3,31,0.08333333333333333,0.125,0.6666666666666666,0.08333333333333333,0.08823529411764706,0.125
Acute zonal occult outer retinopathy,33483,4,24,20,22,-2,32,9,23,0.9166666666666666,0.375,1.1,0.9166666666666666,0.28125,0.375
Landau-Kleffner syndrome,31969,3,44,16,13,3,19,7,12,0.29545454545454547,0.1590909090909091,0.8125,0.29545454545454547,0.3684210526315789,0.1590909090909091
15q11.2 microdeletion syndrome,32429,1,31,16,3,13,17,2,15,0.0967741935483871,0.06451612903225806,0.1875,0.0967741935483871,0.11764705882352941,0.06451612903225806
Congenital lipoid adrenal hyperplasia due to STAR deficency,28115,3,25,26,22,4,21,3,18,0.88,0.12,0.8461538461538461,0.88,0.14285714285714285,0.12
Marchiafava-Bignami disease,33363,4,50,16,15,1,30,8,22,0.3,0.16,0.9375,0.3,0.26666666666666666,0.16
Epidermolysis bullosa simplex with circinate migratory erythema,27687,3,19,16,14,2,12,2,10,0.7368421052631579,0.10526315789473684,0.875,0.7368421052631579,0.16666666666666666,0.10526315789473684
Lower motor neuron syndrome with late-adult onset,27736,4,26,16,12,4,19,4,15,0.46153846153846156,0.15384615384615385,0.75,0.46153846153846156,0.21052631578947367,0.15384615384615385
Glossopharyngeal neuralgia,33352,3,28,21,19,2,23,4,19,0.6785714285714286,0.14285714285714285,0.9047619047619048,0.6785714285714286,0.17391304347826086,0.14285714285714285
Superficial siderosis,32713,0,49,23,26,-3,23,0,23,0.5306122448979592,0.0,1.1304347826086956,0.5306122448979592,0.0,0.0
Familial hemophagocytic lymphohistiocytosis,29161,7,45,51,22,29,32,14,18,0.4888888888888889,0.3111111111111111,0.43137254901960786,0.4888888888888889,0.4375,0.3111111111111111
Blepharophimosis-ptosis-epicanthus inversus syndrome plus,27485,3,35,17,9,8,20,4,16,0.2571428571428571,0.11428571428571428,0.5294117647058824,0.2571428571428571,0.2,0.11428571428571428
Autosomal dominant keratitis,28824,10,16,20,4,16,15,1,14,0.25,0.0625,0.2,0.25,0.06666666666666667,0.0625
Fibrous dysplasia of bone,38425,11,62,27,8,19,30,5,25,0.12903225806451613,0.08064516129032258,0.2962962962962963,0.12903225806451613,0.16666666666666666,0.08064516129032258
Exstrophy-epispadias complex,38726,8,40,17,2,15,24,4,20,0.05,0.1,0.11764705882352941,0.05,0.16666666666666666,0.1
Glycogen storage disease due to aldolase A deficiency,29225,3,21,18,3,15,29,1,28,0.14285714285714285,0.047619047619047616,0.16666666666666666,0.14285714285714285,0.034482758620689655,0.047619047619047616
Dyggve-Melchior-Clausen disease,27562,0,59,18,6,12,10,0,10,0.1016949152542373,0.0,0.3333333333333333,0.1016949152542373,0.0,0.0
Idiopathic steroid-resistant nephrotic syndrome,39544,15,24,24,4,20,16,4,12,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666
Autosomal recessive otospondylomegaepiphyseal dysplasia,35450,5,43,34,4,30,26,1,25,0.09302325581395349,0.023255813953488372,0.11764705882352941,0.09302325581395349,0.038461538461538464,0.023255813953488372
Progressive pseudorheumatoid dysplasia,30070,0,45,17,10,7,32,4,28,0.2222222222222222,0.08888888888888889,0.5882352941176471,0.2222222222222222,0.125,0.08888888888888889
Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency,33023,10,23,20,0,20,23,0,23,0.0,0.0,0.0,0.0,0.0,0.0
Mueller-Weiss syndrome,30327,0,21,27,0,27,35,0,35,0.0,0.0,0.0,0.0,0.0,0.0
Idiopathic steroid-sensitive nephrotic syndrome with secondary steroid resistance,33491,16,28,20,6,14,20,6,14,0.21428571428571427,0.21428571428571427,0.3,0.21428571428571427,0.3,0.21428571428571427
Systemic mastocytosis with associated hematologic neoplasm,32837,9,45,21,11,10,19,7,12,0.24444444444444444,0.15555555555555556,0.5238095238095238,0.24444444444444444,0.3684210526315789,0.15555555555555556
Aggressive systemic mastocytosis,32834,3,39,19,7,12,17,8,9,0.1794871794871795,0.20512820512820512,0.3684210526315789,0.1794871794871795,0.47058823529411764,0.20512820512820512
Partial androgen insensitivity syndrome,28616,7,26,20,8,12,26,2,24,0.3076923076923077,0.07692307692307693,0.4,0.3076923076923077,0.07692307692307693,0.07692307692307693
Complete androgen insensitivity syndrome,31630,2,23,18,11,7,29,2,27,0.4782608695652174,0.08695652173913043,0.6111111111111112,0.4782608695652174,0.06896551724137931,0.08695652173913043
Osteochondrosis of the metatarsal bone,39722,12,19,17,2,15,31,4,27,0.10526315789473684,0.21052631578947367,0.11764705882352941,0.10526315789473684,0.12903225806451613,0.21052631578947367
Primary triglyceride deposit cardiomyovasculopathy,38564,18,29,21,4,17,24,5,19,0.13793103448275862,0.1724137931034483,0.19047619047619047,0.13793103448275862,0.20833333333333334,0.1724137931034483
Hypothyroidism due to deficient transcription factors involved in pituitary development or function,32711,2,51,16,5,11,29,4,25,0.09803921568627451,0.0784313725490196,0.3125,0.09803921568627451,0.13793103448275862,0.0784313725490196
Indolent systemic mastocytosis,32834,5,21,21,4,17,20,2,18,0.19047619047619047,0.09523809523809523,0.19047619047619047,0.19047619047619047,0.1,0.09523809523809523
Congenital tricuspid valve dysplasia,33663,5,20,21,5,16,18,2,16,0.25,0.1,0.23809523809523808,0.25,0.1111111111111111,0.1
IgA pemphigus,99686,7,19,14,4,10,22,2,20,0.21052631578947367,0.10526315789473684,0.2857142857142857,0.21052631578947367,0.09090909090909091,0.10526315789473684
Primary biliary cholangitis/primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome,99692,17,36,23,6,17,30,5,25,0.16666666666666666,0.1388888888888889,0.2608695652173913,0.16666666666666666,0.16666666666666666,0.1388888888888889
Osteochondrosis of the tarsal bone,39722,9,13,27,2,25,26,3,23,0.15384615384615385,0.23076923076923078,0.07407407407407407,0.15384615384615385,0.11538461538461539,0.23076923076923078
Isolated thyroid-stimulating hormone deficiency,30196,1,42,18,7,11,17,4,13,0.16666666666666666,0.09523809523809523,0.3888888888888889,0.16666666666666666,0.23529411764705882,0.09523809523809523
Resistance to thyrotropin-releasing hormone syndrome,32345,3,23,16,4,12,25,5,20,0.17391304347826086,0.21739130434782608,0.25,0.17391304347826086,0.2,0.21739130434782608
Livedoid vasculopathy,99643,0,49,9,1,8,14,3,11,0.02040816326530612,0.061224489795918366,0.1111111111111111,0.02040816326530612,0.21428571428571427,0.061224489795918366
Infection-related hemolytic uremic syndrome,99684,16,52,27,9,18,20,10,10,0.17307692307692307,0.19230769230769232,0.3333333333333333,0.17307692307692307,0.5,0.19230769230769232
Idiopathic congenital hypothyroidism,38624,8,24,20,1,19,20,2,18,0.041666666666666664,0.08333333333333333,0.05,0.041666666666666664,0.1,0.08333333333333333
Familial thyroid dyshormonogenesis,30902,4,30,16,5,11,19,2,17,0.16666666666666666,0.06666666666666667,0.3125,0.16666666666666666,0.10526315789473684,0.06666666666666667
Hypothyroidism due to TSH receptor mutations,29150,2,28,17,4,13,21,1,20,0.14285714285714285,0.03571428571428571,0.23529411764705882,0.14285714285714285,0.047619047619047616,0.03571428571428571
Necrobiosis lipoidica,84213,14,21,25,4,21,16,4,12,0.19047619047619047,0.19047619047619047,0.16,0.19047619047619047,0.25,0.19047619047619047
CAR T cell therapy-associated cytokine release syndrome,32520,1,31,18,4,14,18,8,10,0.12903225806451613,0.25806451612903225,0.2222222222222222,0.12903225806451613,0.4444444444444444,0.25806451612903225
KRT1-related diffuse nonepidermolytic keratoderma,28842,7,15,15,0,15,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0
Mirizzi syndrome,99822,13,20,13,6,7,13,6,7,0.3,0.3,0.46153846153846156,0.3,0.46153846153846156,0.3
Aquagenic palmoplantar keratoderma,30262,10,12,12,2,10,10,1,9,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.1,0.08333333333333333
Extracranial carotid artery aneurysm,99882,10,28,26,2,24,27,1,26,0.07142857142857142,0.03571428571428571,0.07692307692307693,0.07142857142857142,0.037037037037037035,0.03571428571428571
Female infertility due to oocyte meiotic arrest,99878,16,6,24,4,20,28,1,27,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.03571428571428571,0.16666666666666666
Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome,32798,11,7,24,1,23,54,1,53,0.14285714285714285,0.14285714285714285,0.041666666666666664,0.14285714285714285,0.018518518518518517,0.14285714285714285
Caroli syndrome,27699,7,36,34,20,14,25,7,18,0.5555555555555556,0.19444444444444445,0.5882352941176471,0.5555555555555556,0.28,0.19444444444444445
Primary condylar hyperplasia,98598,3,6,16,2,14,10,2,8,0.3333333333333333,0.3333333333333333,0.125,0.3333333333333333,0.2,0.3333333333333333
Severe primary trimethylaminuria,28676,8,10,18,0,18,28,0,28,0.0,0.0,0.0,0.0,0.0,0.0
Exercise-induced malignant hyperthermia,83838,16,41,22,6,16,27,6,21,0.14634146341463414,0.14634146341463414,0.2727272727272727,0.14634146341463414,0.2222222222222222,0.14634146341463414
Catastrophic antiphospholipid syndrome,98579,11,52,12,5,7,25,9,16,0.09615384615384616,0.17307692307692307,0.4166666666666667,0.09615384615384616,0.36,0.17307692307692307
Neonatal alloimmune neutropenia,98581,17,12,32,6,26,35,3,32,0.5,0.25,0.1875,0.5,0.08571428571428572,0.25
Isolated splenogonadal fusion,98575,1,13,25,0,25,38,1,37,0.0,0.07692307692307693,0.0,0.0,0.02631578947368421,0.07692307692307693
Multifocal lymphangioendotheliomatosis-thrombocytopenia syndrome,98578,11,46,30,4,26,19,2,17,0.08695652173913043,0.043478260869565216,0.13333333333333333,0.08695652173913043,0.10526315789473684,0.043478260869565216
IgG4-related submandibular gland disease,98564,13,25,23,4,19,19,4,15,0.16,0.16,0.17391304347826086,0.16,0.21052631578947367,0.16
IgG4-related ophthalmic disease,39512,20,42,27,5,22,27,3,24,0.11904761904761904,0.07142857142857142,0.18518518518518517,0.11904761904761904,0.1111111111111111,0.07142857142857142
Rheumatoid factor-negative polyarticular juvenile idiopathic arthritis,32699,6,31,18,4,14,24,6,18,0.12903225806451613,0.1935483870967742,0.2222222222222222,0.12903225806451613,0.25,0.1935483870967742
Oligoarticular juvenile idiopathic arthritis,98152,11,20,24,1,23,23,0,23,0.05,0.0,0.041666666666666664,0.05,0.0,0.0
Enthesitis-related juvenile idiopathic arthritis,32728,6,34,17,2,15,31,4,27,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.12903225806451613,0.11764705882352941
Porphyria cutanea tarda,33179,3,39,16,7,9,15,3,12,0.1794871794871795,0.07692307692307693,0.4375,0.1794871794871795,0.2,0.07692307692307693
Porphyria due to ALA dehydratase deficiency,30913,1,43,17,5,12,22,3,19,0.11627906976744186,0.06976744186046512,0.29411764705882354,0.11627906976744186,0.13636363636363635,0.06976744186046512
Hepatoerythropoietic porphyria,36330,16,37,31,3,28,36,2,34,0.08108108108108109,0.05405405405405406,0.0967741935483871,0.08108108108108109,0.05555555555555555,0.05405405405405406
Congenital erythropoietic porphyria,29134,8,50,22,4,18,39,4,35,0.08,0.08,0.18181818181818182,0.08,0.10256410256410256,0.08
Leprosy,33293,2,47,39,40,-1,29,3,26,0.851063829787234,0.06382978723404255,1.0256410256410255,0.851063829787234,0.10344827586206896,0.06382978723404255
African trypanosomiasis,32503,0,87,18,15,3,29,11,18,0.1724137931034483,0.12643678160919541,0.8333333333333334,0.1724137931034483,0.3793103448275862,0.12643678160919541
